classs,flags2,id,level,name,slot,subclass,firstseenpatch,displayid,dmgrange,manargn,popularity,bop,spi,sta,agi,cooldown,sellprice,side,maxcount,reqlevel,mana,splheal,firsplpwr,armor,int,buyprice,reqskill,reqskillrank,health,mlehastepct,sheathtype,str,reqclass,classes,mlecritstrkpct,rgdcritstrkpct,dodgepct,commondrop,avgbuyout,contentPhase,slotbak,rgdhastepct,dmg,blockpct,frosplpwr,shasplpwr,c,c2,n,t,ti,sourcemore,icon,s,healthrgn,z,splpwr,dd,subsubclass,bd,q,speed,def,reqfaction,reqrep,splcritstrkpct,spldmg,mlehitpct,rgdhitpct,mleatkpwr,blockamount,rgdatkpwr,atkpwr,splhitpct
0,8192,22324,55,7Winter Kimchi,0,5, 0,26733,1.00,,11,0,,,,1000,200,,,45,,,,,,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,5265,1,7Watered-down Beer,0,5, 0,18117,1.00,,12,0,1,-1,,1000,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22285,1,7Stormwind Pledge Collection,0,0, 0,34738,1.00,,12,0,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21562,1,7Small Yellow Rocket,0,0, 0,34284,1.00,,12,0,,,,1000,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,20908,1,7Festival of Nian Firework,0,0, 0,33261,1.00,,12,0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,2288,15,7Conjured Fresh Water,0,5, 0,18084,1.00,104,12,0,,,,1000,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,16170,25,7Steamed Mandu,0,5, 0,26734,1.00,,12,0,,,,1000,25,,,15,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,8985,54,7Deadly Poison IV,0,-3, 0,13707,1.00,,12,0,,,,,150,,,54,,,,,,,,,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22038,1,7QAEnchant Shield +2% Block Chance,0,6, 0,7899,1.00,,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22035,1,7QAEnchant Gloves +5 Skinning,0,6, 0,7899,1.00,,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22021,1,7QAEnchant Weapon +22 Intellect,0,6, 0,7899,1.00,,13,0,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21930,1,7[PH] Valentine Lockbox-Quest-Common,0,0, 0,15589,1.00,,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,16167,15,7Versicolor Treat,0,5, 0,26732,1.00,,13,0,,,,1000,6,,,5,,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,1114,25,7Conjured Rye,0,5, 0,6343,1.00,,13,0,,,,1000,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,4424,40,7Scroll of Spirit III,0,4, 0,2616,1.00,,13,0,11,,,1000,100,,,30,,,,,,400,,,,,,,,,,,,true,799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22029,1,7QAEnchant Gloves +20 Frost Damage,0,6, 0,7899,1.00,,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22218,1,7Handful of Rose Petals,0,0, 0,34561,1.00,,14,0,,,,30000,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22117,1,7Pledge of Loyalty,0,0, 0,34754,1.00,,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,12224,7,7Crispy Bat Wing,0,5, 0,22200,1.00,,14,0,2,2,,1000,10,,,1,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,1402,12,7Brimstone,0,0, 0,6334,1.00,,14,0,,,,60000,162,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,6316,15,7Loch Frenzy Delight,0,5, 0,11268,1.00,,14,0,,,,1000,3,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,19299,25,7Fizzy Faire Drink,0,5, 0,18115,1.00,174,14,0,,,,1000,25,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,16169,35,7Wild Ricecake,0,5, 0,26736,1.00,,14,0,,,,1000,62,,,25,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,23727,45,7QAEnchant Gloves +5 Fishing,0,6, 0,7899,1.00,,14,0,,,,,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22031,1,7QAEnchant Gloves +20 Shadow Damage,0,6, 0,7899,1.00,,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,17344,5,7Candy Cane,0,5, 0,29331,1.00,,15,0,,,,1000,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,7097,5,7Leg Meat,0,5, 0,2474,1.00,,15,0,,,,1000,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,3448,15,7Senggin Root,0,5, 0,1464,1.00,70,15,0,,,,1000,6,,,9,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5, 0,6385,1.00,,15,0,4,4,,1000,25,,,5,,,,,,,,,,,,,,,,,,,24,,,,,,,,40,0,Goretusk Liver Pie,5,22}],,,,,,,,,,,,,,,,,,,,,,,
0,8192,724,15,7Goretusk Liver Pie,0,,,,,,,0,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goretusk Liver Pie,6,2542,[c,inv_misc_food_10,185,,,,,,,,,,,,,,,,,,,,
0,8192,17747,50,7Razorlash Root,0,0, 0,6624,1.00,60,15,0,,,,120000,500,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,
0,8192,19225,55,7Deep Fried Candybar,0,5, 0,15964,1.00,,15,0,,,,1000,200,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22587,1,7QAEnchant Boots +8% Speed,0,6, 0,7899,1.00,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,18599,1,7QAEnchant 2H Weapon +25 Agility,0,6, 0,36684,1.00,,16,0,,,25,,5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,5066,15,7Fissure Plant,0,5, 0,6377,1.00,,16,0,,,,1000,21,,,5,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5, 0,6428,1.00,,16,0,,,,1000,100,,,5,,,,,,,,,,,,,,,,,,,66,,,,,,,,40,0,Westfall Stew,5,38}],,,,,,,,,,,,,,,,,,,,,,,
0,8192,733,15,7Westfall Stew,0,,,,,,,0,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Westfall Stew,6,2543,[c,inv_misc_bowl_01,185,,,,,,,,,,,,,,,,,,,,
0,8192,5479,22,7Crispy Lizard Tail,0,5, 0,8088,1.00,,16,0,6,6,,1000,125,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,10922,56,7Wound Poison IV,0,-3, 0,13708,1.00,,16,0,,,,,175,,,56,,,,,,,,,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,19221,1,7Darkmoon Special Reserve,0,5, 0,18119,1.00,,17,0,,,,,12,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,18287,1,7Evermurky,0,5, 0,18080,1.00,,17,0,,,,,50,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,6926,1,7Furen's Notes,0,0, 0,13430,1.00,,17,0,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1, 0,15736,1.00,,17,0,,,,120000,25,,,5,,,,,,,,,160,,,,,,,,,,24,,,,,,,,130,0,Wild Hearts,5,429}],,,,,,,,,,,,,,,,,,,,,,,
0,8192,4596,15,7Discolored Healing Potion,0,,,,,,,0,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Discolored Healing Potion,6,4508,[c,inv_potion_35,171,,,,,,,,,,,,,,,,,,,,
0,8192,1478,25,7Scroll of Protection II,0,4, 0,1093,1.00,,17,0,,,,1000,62,,,15,,,,,,250,,,,,,,,,,,,true,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,9681,45,7Grilled King Crawler Legs,0,5, 0,7980,1.00,,17,0,,,,1000,50,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,20405,,7Decoded Tablet Transcription,0,0, 0,7694,1.00,,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22586,1,7QAEnchant Gloves +5 Herbalism,0,6, 0,7899,1.00,,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,961,5,7Healing Herb,0,5, 0,6387,1.00,,18,0,,,,1000,2,,,1,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,1113,15,7Conjured Bread,0,5, 0,6413,1.00,,18,0,,,,1000,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,954,20,7Scroll of Strength,0,4, 0,3331,1.00,,18,0,,,,1000,50,,,10,,,,,,200,,,,,,5,,,,,,true,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,3384,22,7Minor Magic Resistance Potion,0,0, 0,292,1.00,,18,0,,,,120000,20,,,12,,,,,,,,,,,,,,,,,,,1765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21243,45,7Bloated Mightfish,0,0, 0,7176,1.00,,18,0,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,9317,20,7Red-White and Blue Firework,0,0, 0,18069,1.00,,19,0,,,,1000,25,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,1851,24,7Cleansing Water,0,0, 0,6340,1.00,,19,0,,,,300000,1785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,1477,35,7Scroll of Agility II,0,4, 0,3331,1.00,,19,0,,,9,1000,87,,,25,,,,,,350,,,,,,,,,,,,,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21213,40,6Preserved Holly,0,0, 0,29165,1.00,,19,0,,,,60000,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,8075,45,7Conjured Sourdough,0,5, 0,6399,1.00,,19,0,,,,1000,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,18669,1,7QAEnchant Weapon Healing Power,0,6, 0,7899,1.00,,20,0,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,19222,1,7Cheap Beer,0,5, 0,18102,1.00,,20,0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22143,1,7Stormwind Guard's Card,0,0, 0,34736,1.00,,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,1181,10,7Scroll of Spirit,0,4, 0,2616,1.00,,20,0,3,,,1000,25,,,1,,,,,,100,,,,,,,,,,,,true,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,17406,15,7Holiday Cheesewheel,0,5, 0,6425,1.00,,20,0,,,,1000,6,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,4421,40,7Scroll of Protection III,0,4, 0,1093,1.00,,20,0,,,,1000,100,,,30,,,,,,400,,,,,,,,,,,,true,698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,4426,50,7Scroll of Strength III,0,4, 0,3331,1.00,,20,0,,,,1000,125,,,40,,,,,,,,,,,,13,,,,,,true,1453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,10918,32,7Wound Poison,0,-3, 0,13708,1.00,,21,0,,,,,42,,,32,,,,,,,,,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,6807,35,7Frog Leg Stew,0,5, 0,557,1.00,,21,0,,,,1000,62,,,30,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,4600,35,7Cherry Grog,0,5, 0,18119,1.00,,21,0,,,,1000,85,,,25,,,,,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,11671,50,5[PH] Greater Arcane Amalgamation (AGI\/FR),0,6, 0,4775,1.00,,21,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,23683,55,7Crystal Flake Throat Lozenge,0,0, 0,26732,1.00,,21,0,,,,120000,750,,,45,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,1487,35,7Conjured Pumpernickel,0,5, 0,6344,1.00,,22,0,,,,1000,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,4419,45,7Scroll of Intellect III,0,4, 0,2616,1.00,,22,0,,,,1000,112,,,35,,,,,12,,,,,,1,,,,,,,true,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,17303,5,7Blue Ribboned Wrapping Paper,0,0, 0,29442,1.00,,23,0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,5342,18,7Raptor Punch,0,5, 0,18099,1.00,,23,0,,-5,,1000,88,,,13,,,,,4,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,9315,20,7Yellow Rose Firework,0,0, 0,18070,1.00,,23,0,,,,1000,10,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22028,1,7QAEnchant Chest +4 Stats,0,6, 0,7899,1.00,,24,0,4,4,4,,,,,,,,,,4,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21569,1,7Firework Launcher,0,0, 0,31401,1.00,,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,5474,10,7Roasted Kodo Meat,0,5, 0,25481,1.00,,24,0,2,2,,1000,9,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,1401,14,7Green Tea Leaf,0,5, 0,18088,1.00,30,24,0,,,,1000,14,,,4,,,,,,,,,30,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,17404,15,7Blended Bean Brew,0,5, 0,19873,1.00,104,24,0,,,,1000,6,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5, 0,29036,1.00,,25,0,,,,1000,6,,,5,,,,,,125,,,,,,,,,,,,,5,,,,,,,,,,Nipsy,1,13018,,,,,2257}],,,,,,,,,,,,,,,,,,
0,8192,17119,15,7Deeprun Rat Kabob,0,,,,,,,0,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Me Brother-Nipsy,5,6662,[c,,,,,,,,,,,,,,,,,,,,,,
0,8192,3662,15,7Crocolisk Steak,0,5, 0,22194,1.00,,25,0,4,4,,1000,25,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,5205,15,7Sprouted Frond,0,0, 0,6416,1.00,,25,0,,,,120000,31,,,5,,,,,,,,,78,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,5654,24,7Instant Toxin,0,-3, 0,2947,1.00,,25,0,,,,1000,100,,,24,,,,,,,40,,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,2290,30,7Scroll of Intellect II,0,4, 0,2616,1.00,,25,0,,,,1000,75,,,20,,,,,8,300,,,,,1,,,,,,,,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,8366,35,7Bloated Trout,0,0, 0,1208,1.00,,25,0,,,,,100,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21031,55,7Cabbage Kimchi,0,5, 0,26733,1.00,,25,0,,,,1000,200,,,45,,,,,,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,17883,1,7QAEnchant Chest +100 Mana,0,6, 0,7899,1.00,,26,0,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5, 0,21327,1.00,,26,0,2,2,,1000,10,,,1,,,,,,,,,,,,,,,,,,,19,,,,,,,,-304,5,Beer Basted Boar Ribs,5,384}],,,,,,,,,,,,,,,,,,,,,,,
0,8192,2888,8,7Beer Basted Boar Ribs,0,,,,,,,0,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beer Basted Boar Ribs,6,2795,[c,inv_misc_food_48,185,,,,,,,,,,,,,,,,,,,,
0,8192,17198,10,7Egg Nog,0,5, 0,29172,1.00,,26,0,2,2,,1000,9,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5, 0,557,1.00,,26,0,,,,1000,70,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,-304,5,Dig Rat Stew,5,862}],,,,,,,,,,,,,,,,,,,,,,,
0,8192,5478,20,7Dig Rat Stew,0,,,,,,,0,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dig Rat Stew,6,6417,[c,inv_misc_bowl_01,185,,,,,,,,,,,,,,,,,,,,
0,8192,18668,1,7QAEnchant Weapon Spell Power,0,6, 0,7899,1.00,,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,
0,8192,21721,1,7Moonglow,0,5, 0,15794,1.00,,27,0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,9186,52,7Mind-numbing Poison III,0,-3, 0,13709,1.00,,27,0,,,,,175,,,52,,,,,,,,,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,2460,15,7Elixir of Tongues (NYI),0,0, 0,6373,1.00,,28,0,,,,,25,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,5845,25,7Flank of Meat,0,0, 0,6350,1.00,,28,0,,,,1000,,2,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,19026,50,7Snake Burst Firework,0,0, 0,18070,1.00,,28,0,,,,1000,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,19012,58,7Major Healthstone,0,0, 0,8026,1.00,,28,0,,,,120000,,,1,48,,,,,,,,,1320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,10307,60,7Scroll of Stamina IV,0,4, 0,1093,1.00,,28,0,,16,,1000,112,,,50,,,,,,,,,,,,,,,,,,true,2970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,3241,25,7Heavy Weightstone,0,-3, 0,24685,1.00,,29,0,,,,1000,40,,,15,,,,,,,,,,,,,,,,,,,500,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,4656,5,7Small Pumpkin,0,5, 0,6402,1.00,,30,0,,,,1000,1,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,4604,5,7Forest Mushroom Cap,0,5, 0,15852,1.00,,30,0,,,,1000,1,,,4,,,,,,25,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,4542,25,7Moist Cornbread,0,5, 0,6344,1.00,,30,0,,,,1000,25,,,15,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,19009,34,7Healthstone,0,0, 0,8026,1.00,,30,0,,,,120000,,,1,24,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21570,1,7Cluster Launcher,0,0, 0,34121,1.00,,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,6888,7,7Herb Baked Egg,0,5, 0,18052,1.00,,31,0,2,2,,1000,10,,,1,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,1178,8,7Explosive Rocket,0,0, 0,6336,1.00,,31,0,,,,60000,7,,,3,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,3013,10,7Scroll of Protection,0,4, 0,1093,1.00,,31,0,,,,1000,25,,,1,,,,,,100,,,,,,,,,,,,true,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,5512,10,7Minor Healthstone,0,0, 0,8026,1.00,,31,0,,,,120000,,,1,1,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,5740,20,7Red Fireworks Rocket,0,0, 0,8733,1.00,,31,0,,,,1000,25,,,,,,,,,100,,,,,,,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,17882,1,7QAEnchant Chest +100 Health,0,6, 0,7899,1.00,,32,0,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,2070,5,7Darnassian Bleu,0,5, 0,6353,1.00,,32,0,,,,1000,1,,,1,,,,,,25,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5, 0,6406,1.00,,32,0,4,4,,1000,18,,,5,,,,,,,,,,,,,,,,,,,30,,,,,,,,-304,5,Easy Strider Living,5,2178}],,,,,,,,,,,,,,,,,,,,,,,
0,8192,5477,15,7Strider Stew,0,,,,,,,0,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strider Stew,6,6416,[c,inv_misc_bowl_01,185,,,,,,,,,,,,,,,,,,,,
,,,,,,5, 0,6406,1.00,,32,0,6,6,,1000,150,,,10,,,,,,,,,,,,,,,,,,,100,,,,,,,,44,0,Redridge Goulash,5,92}],,,,,,,,,,,,,,,,,,,,,,,
0,8192,1082,20,7Redridge Goulash,0,,,,,,,0,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Redridge Goulash,6,2547,[c,inv_misc_bowl_01,185,,,,,,,,,,,,,,,,,,,,
0,8192,21163,25,7Bloated Firefin,0,0, 0,7135,1.00,,32,0,,,,,40,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,6038,35,7Giant Clam Scorcho,0,5, 0,9633,1.00,,32,0,8,8,,1000,312,,,25,,,,,,,,,,,,,,,,,,,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,10306,55,7Scroll of Spirit IV,0,4, 0,2616,1.00,,32,0,15,,,1000,100,,,45,,,,,,,,,,,,,,,,,,,1211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,18288,1,7Molasses Firewater,0,5, 0,7921,1.00,,33,0,,,,,250,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,4538,25,7Snapvine Watermelon,0,5, 0,4781,1.00,,33,0,,,,1000,25,,,15,,,,,,500,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5, 0,6347,1.00,,33,0,6,6,,1000,125,,,15,,,,,,,,,,,,,,,,,,,144,,,,,,,,44,0,Selling Fish,5,127}],,,,,,,,,,,,,,,,,,,,,,,
0,8192,3663,25,7Murloc Fin Soup,0,,,,,,,0,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Murloc Fin Soup,6,3372,[c,inv_misc_bowl_01,185,,,,,,,,,,,,,,,,,,,,
