armor,classs,displayid,flags2,id,level,name,reqlevel,slot,slotbak,subclass,firstseenpatch,avgbuyout,dmgrange,dura,sellprice,popularity,contentPhase,bop,sta,str,itemset,commondrop,agi,int,spi,buyprice,def,frores,reqclass,classes,manargn,arcres,firres,natres,shares,maxcount,splheal,side,parrypct,splpwr,mlecritstrkpct,rgdcritstrkpct,mlehitpct,rgdhitpct,atkpwr,rgdatkpwr,arcsplpwr,splcritstrkpct,splpen,splhitpct,shasplpwr,dodgepct,reqfaction,reqrep,blockamount,blockpct,natsplpwr,healthrgn,cooldown,reqskill,reqskillrank,frosplpwr,firsplpwr,reqspell,speed,c,c2,n,t,ti,sourcemore,icon,s,sheathtype,dmg,q,holsplpwr,z
507,4,24506,8192,12429,61,6Imperial Plate Leggings,56,7,7,4, 0,,1.00,85,17923,232,1,0,18,18,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,4,22882,8192,12619,63,5Enchanted Thorium Leggings,58,7,7,4, 0,,1.00,100,24058,409,2,0,21,20,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,4,26861,8192,14970,58,6Glorious Legplates,53,7,7,4, 0,50000,1.00,85,15598,469,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,4,28843,8192,17013,60,4Dark Iron Leggings,55,7,7,4, 0,,1.00,120,26441,1791,1,0,14,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,4,34890,8192,22385,60,4Titanic Leggings,55,7,7,4, 0,,1.00,120,25276,1971,5,0,,30,,,,,,,,,,,,,,,,,,,,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,4,25343,8192,14554,62,4Cloudkeeper Legplates,57,7,7,4, 0,5250000,1.00,120,29900,4644,1,0,20,20,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900000,,,,,,,,,,,,,,,,,,,
575,4,31052,8192,16515,63,5Legionnaire's Plate Legguards,58,7,7,4, 0,,1.00,100,12075,6,2},1,13,7,281,,,,,,,,1,1,,,,,,1,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,4,31084,8192,23273,68,5Knight-Captain's Lamellar Leggings,60,7,7,4, 0,,1.00,100,14222,10,6,1,17,18,544,,,12,,,,,2,2,,,,,,1,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,4,33146,8192,20700,63,5Cenarion Reservist's Legplates,,7,7,4, 0,,1.00,100,21968,12,4,1,13,,,,,13,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,4,32756,8192,20266,68,5Peacekeeper Leggings,60,7,7,4, 0,,1.00,100,28870,13,4,1,14,,,,,18,,,,,,,7,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,4,33853,8192,21475,74,5Legplates of the Destroyer,60,7,7,4, 0,,1.00,100,40611,14,5,1,18,19,,,10,18,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,4,30317,8192,16475,71,4Marshal's Lamellar Legplates,60,7,7,4, 0,,1.00,120,23793,16,2,1,20,20,402,,,17,,,,,2,2,,,,,,1,,,,27,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,4,22985,8192,23668,85,4Leggings of the Grand Crusader,60,7,7,4, 0,,1.00,120,87950,16,6,1,21,21,,,,21,,,,,2,2,,,,,,,,,,26,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,4,33888,8192,21495,71,5Legplates of the Qiraji Command,60,7,7,4, 0,,1.00,100,35075,19,5,1,13,20,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,4,31626,8192,19117,50,6Laquered Wooden Plate Legplates,46,7,7,4, 0,,1.00,85,8915,22,1,1,10,17,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,4,31084,8192,16435,63,5Knight-Captain's Lamellar Leggings,58,7,7,4, 0,,1.00,100,11775,25,2,1,13,7,401,,,,,,,,2,2,,,,,,1,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,4,26659,8192,16431,63,5Knight-Captain's Plate Leggings,58,7,7,4, 0,,1.00,100,11606,30,2,1,13,7,282,,,,,,,,1,1,,,,,,1,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,4,34525,8192,22092,66,5Soulforge Legplates,,7,7,4, 0,,1.00,100,26692,32,5,1,17,16,516,,,17,10,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,4,33059,8192,20639,72,4Strangely Glyphed Legplates,60,7,7,4, 0,,1.00,120,46989,35,4,1,20,20,,,12,21,16,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,4,35508,8192,23068,83,4Legplates of Carnage,60,7,7,4, 0,,1.00,120,81297,35,6,1,18,42,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,4,35175,8192,22753,65,4Sentinel's Lamellar Legguards,60,7,7,4, 0,,1.00,120,34271,36,6,1,21,21,,,,,,,,,,,,,,,,,,,,25,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,4,35809,8192,23301,68,5Knight-Captain's Plate Leggings,60,7,7,4, 0,,1.00,100,15042,36,6,1,17,12,545,,,,,,,,1,1,,,,,,1,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,4,32296,8192,19855,68,4Bloodsoaked Legplates,60,7,7,4, 0,,1.00,120,39665,41,4,1,21,36,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,4,21961,8192,22328,63,5Legplates of Vigilance,58,7,7,4, 0,,1.00,100,22208,45,5,1,22,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,4,35616,8192,22427,88,4Redemption Legguards,60,7,7,4, 0,,1.00,120,102583,45,6,1,30,,528,,,31,,,,,,,8,,,,,,42,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,4,31052,8192,22873,68,5Legionnaire's Plate Leggings,60,7,7,4, 0,,1.00,100,14175,47,6,1,17,12,537,,,,,,,,1,1,,,,,,1,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,4,35278,8192,22699,80,4Icebane Leggings,,7,7,4, 0,,1.00,120,72832,48,6,1,25,10,,,,,,,6,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,4,30317,8192,16479,71,4Marshal's Plate Legguards,60,7,7,4, 0,,1.00,120,21856,50,2,1,28,20,384,,,,,,,,1,1,,,,,,1,,,,,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,4,33706,8192,21390,81,4Avenger's Legguards,60,7,7,4, 0,,1.00,120,70952,51,5,1,22,21,505,,12,22,9,,,,2,2,4,,,,,,,,,16,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,4,33146,8192,20699,63,5Cenarion Reservist's Legplates,,7,7,4, 0,,1.00,100,22708,58,4,1,13,,,,,,,,9,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,4,25226,8192,18690,62,5Wraithplate Leggings,57,7,7,4, 0,,1.00,100,22026,61,1,1,20,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,4,33713,8192,21332,81,4Conqueror's Legguards,60,7,7,4, 0,,1.00,120,71529,62,5,1,24,33,496,,21,,,,6,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,4,28310,8192,10740,53,6Centurion Legplates,40,7,7,4, 0,,1.00,85,10692,66,1,1,,15,,,15,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,4,34292,8192,21667,76,4Legplates of Blazing Light,60,7,7,4, 0,,1.00,120,55193,83,5,1,17,9,,,,23,,,,,,,,,,,,,68,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,4,31191,8192,18739,61,5Chitinous Plate Legguards,56,7,7,4, 0,,1.00,100,20124,91,1,1,20,,,,,20,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,4,30375,8192,16543,71,4General's Plate Leggings,60,7,7,4, 0,,1.00,120,22782,93,2,1,28,20,383,,,,,,,,1,1,,,,,,1,,,,,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,4,34615,8192,22000,66,5Legplates of Heroism,,7,7,4, 0,,1.00,100,26786,94,5,1,16,25,511,,11,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,4,28076,8192,11910,55,6Bejeweled Legguards,50,7,7,4, 0,,1.00,85,12345,96,1,1,15,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
861,4,35051,8192,22417,88,4Dreadnaught Legplates,60,7,7,4, 0,,1.00,120,106420,104,6,1,37,23,523,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,1,,,32,,,,,,,,,,,,,,,,,,,,,,,
483,4,30671,8192,18305,58,6Breakwater Legguards,53,7,7,4, 0,,1.00,85,14375,112,1.5,1,,12,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,4,31352,8192,16855,66,4Lawbringer Legplates,60,7,7,4, 0,,1.00,120,33848,113,1,1,24,7,208,,,18,18,,,,2,2,3,,,,10,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,4,31635,8192,19124,48,6Slagplate Leggings,45,7,7,4, 0,,1.00,85,8259,116,1,1,12,12,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,4,35069,8192,22672,65,4Sentinel's Plate Legguards,60,7,7,4, 0,,1.00,120,33269,141,6,1,27,28,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,4,19843,8192,11802,58,5Lavacrest Leggings,53,7,7,4, 0,,1.00,100,17976,159,1,1,12,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,4,24162,8192,13498,60,5Handcrafted Mastersmith Leggings,55,7,7,4, 0,,1.00,100,19890,165,1,1,12,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,4,35069,8192,22651,65,4Outrider's Plate Legguards,60,7,7,4, 0,,1.00,120,33147,172,6,1,27,28,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,4,33604,8192,21316,55,6Leggings of the Ursa,45,7,7,4, 0,,1.00,85,12407,202,1,1,,17,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,4,29972,8192,16728,61,5Lightforge Legplates,56,7,7,4, 0,,1.00,100,20354,296,1,1,14,20,188,,8,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,4,33637,8192,16954,76,4Judgement Legplates,60,7,7,4, 0,,1.00,120,56415,301,1,1,26,10,217,,,27,5,,,,2,2,4,10,10,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,4,31023,8192,16867,66,4Legplates of Might,60,7,7,4, 0,,1.00,120,36358,352,1,1,23,24,209,,,,,,7,,1,1,,,,,10,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,4,31933,8192,19402,75,4Legguards of the Fallen Crusader,60,7,7,4, 0,,1.00,120,55609,371,3,1,22,28,,,22,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,4,31320,8192,18861,61,4Flamewaker Legplates,56,7,7,4, 0,,1.00,120,28493,459,1,1,22,18,,,,,,,,,,,,,11,,11,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
496,4,29880,8192,17711,54,5Elemental Rockridge Leggings,49,7,7,4, 0,,1.00,100,14244,503,1,1,18,20,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,4,33986,8192,16962,76,4Legplates of Wrath,60,7,7,4, 0,,1.00,120,59652,579,1,1,27,19,218,,,,,,11,,1,1,,10,10,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
557,4,25226,8192,14623,61,5Deathbone Legguards,56,7,7,4, 0,,1.00,100,20503,583,1,1,20,,124,,,,,,13,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,4,28625,8192,12935,63,5Warmaster Legguards,58,7,7,4, 0,,1.00,100,23196,631,1,1,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
557,4,29963,8192,16732,61,5Legplates of Valor,56,7,7,4, 0,,1.00,100,21213,975,1,1,15,23,189,,11,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,4,21961,8192,11927,57,5Legplates of the Eternal Guardian,52,7,7,4, 0,,1.00,100,16456,1100,1,1,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,4,30737,8192,18380,62,5Eldritch Reinforced Legplates,57,7,7,4, 0,,1.00,100,21135,1874,1.5,1,20,15,,,9,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,4,27114,8192,15582,40,6Sparkleshell Legguards,35,7,7,3, 0,11000,1.00,75,6544,4},,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,4,4333,8192,4005,43,8Overlinked Chain Pants,38,7,7,3, 0,,1.00,75,3477,4,,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,4,2976,8192,2425,50,7Brigandine Leggings,45,7,7,3, 0,,1.00,75,8615,4,,0,,,,,,,,43077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,4,2217,8192,2646,8,8Loose Chain Pants,3,7,7,3, 0,,1.00,45,31,5,,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,4,26932,8192,3282,12,6Battle Chain Pants,7,7,7,3, 0,571,1.00,50,235,5,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,4,27311,8192,15685,63,6Triumphant Legplates,58,7,7,3, 0,,1.00,75,29539,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,4,4346,8192,4013,64,8Sterling Chain Pants,59,7,7,3, 0,,1.00,75,11759,5,,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,4,2217,8192,2654,2,8Flimsy Chain Pants,1,7,7,3, 0,37,1.00,35,2,6,,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4,687,8192,1735,12,8Worn Mail Pants,7,7,7,3, 0,,1.00,50,89,6,,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,4,26249,8192,9871,37,6Renegade Leggings,32,7,7,3, 0,7500,1.00,75,5425,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,4,2969,8192,2418,37,7Augmented Chain Leggings,32,7,7,3, 0,,1.00,75,3146,6,,0,,,,,,,,15731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4,13095,8192,2852,9,7Copper Chain Pants,4,7,7,3, 0,66,1.00,45,67,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,4,22693,8192,2978,15,6Veteran Leggings,10,7,7,3, 0,900,1.00,55,415,8,,0,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,4,27070,8192,15561,36,6Pillager's Leggings,31,7,7,3, 0,3300,1.00,75,4705,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,4,2217,8192,2381,5,7Tarnished Chain Leggings,1,7,7,3, 0,,1.00,40,15,9,,0,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,4,697,8192,9815,25,6Fortified Leggings,20,7,7,3, 0,2500,1.00,70,1664,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,4,2989,8192,2152,27,7Polished Scale Leggings,22,7,7,3, 0,,1.00,70,1181,9,,0,,,,,,,,5906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,4,26110,8192,8132,51,6Myrmidon's Leggings,46,7,7,3, 0,10000,1.00,75,14485,9,,0,,,,,14,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,4,27043,8192,15541,33,6Wicked Chain Legguards,28,7,7,3, 0,3000,1.00,75,3441,10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,4,26163,8192,9903,42,6Jazeraint Leggings,37,7,7,3, 0,20000,1.00,75,7742,10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,4,27140,8192,14816,62,6Warstrike Legguards,57,7,7,3, 0,,1.00,75,27620,10,,0,10,,,,,3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4,2270,8192,2400,10,7Light Chain Leggings,5,7,7,3, 0,,1.00,50,87,11,,0,,,,,,,,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,4,27020,8192,15551,35,6Thick Scale Legguards,30,7,7,3, 0,7500,1.00,75,4438,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,4,27061,8192,15573,38,6Marauder's Leggings,33,7,7,3, 0,4000,1.00,75,5840,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,4,27133,8192,15627,50,6Gryphon Mail Legguards,45,7,7,3, 0,,1.00,75,14493,12,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,4,2228,8192,2388,5,7Rusted Chain Leggings,1,7,7,3, 0,,1.00,40,15,13,,0,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,4,697,8192,848,17,7Chainmail Pants,12,7,7,3, 0,,1.00,60,351,13,,0,,,,,,,,1755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,4,687,8192,1759,26,8Reinforced Chain Pants,21,7,7,3, 0,700,1.00,70,732,13,,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,4,26191,8192,9964,49,6Warmonger's Leggings,44,7,7,3, 0,20000,1.00,75,13190,13,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,4,25714,8192,15079,57,6Heavy Scorpid Leggings,52,7,7,3, 0,,1.00,75,21760,13,,0,12,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,4,22687,8192,9763,14,6Cadet Leggings,9,7,7,3, 0,600,1.00,55,336,14,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,4,25759,8192,6546,17,6Soldier's Leggings,12,7,7,3, 0,1200,1.00,60,533,14,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,4,25768,8192,2990,21,6Burnished Leggings,16,7,7,3, 0,1040,1.00,65,933,14,,0,,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,4,27076,8192,15529,29,6Sentry's Leggings,24,7,7,3, 0,4600,1.00,75,2487,14,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,4,687,8192,1743,19,8Laced Mail Pants,14,7,7,3, 0,,1.00,60,299,15,,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,4,27150,8192,14786,47,6Khan's Legguards,42,7,7,3, 0,23000,1.00,75,11841,15,,0,14,,,,11,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,4,27214,8192,15637,51,6Formidable Legguards,46,7,7,3, 0,10980,1.00,75,14557,15,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,4,26941,8192,15477,11,6Charger's Pants,6,7,7,3, 0,1000,1.00,50,192,16,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,4,3541,8192,9789,19,6Raider's Legguards,14,7,7,3, 0,1370,1.00,60,741,16,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,4,12453,8192,6578,23,6Defender Leggings,18,7,7,3, 0,2720,1.00,65,1302,16,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,4,11525,8192,3048,26,6Lambent Scale Legguards,21,7,7,3, 0,1900,1.00,70,1919,16,,0,,7,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,4,27121,8192,15607,44,6Ancient Legguards,39,7,7,3, 0,18000,1.00,75,9305,16,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,4,26948,8192,3305,16,6Brackwater Leggings,11,7,7,3, 0,599,1.00,55,492,17,,0,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,4,687,8192,1751,25,8Linked Chain Pants,20,7,7,3, 0,,1.00,70,676,17,,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,4,27028,8192,14757,32,6Slayer's Pants,27,7,7,3, 0,3099,1.00,75,3298,17,,0,3,11,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,4,27327,8192,15616,46,6Bonelink Legplates,41,7,7,3, 0,19900,1.00,75,10151,17,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,4,26272,8192,10236,59,6Engraved Leggings,54,7,7,3, 0,80000,1.00,75,22615,17,,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,4,33122,8192,20668,62,5Abyssal Mail Legguards,57,7,7,3, 0,,1.00,90,33536,17,4,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,4,10400,8192,286,22,7Scalemail Pants,17,7,7,3, 0,,1.00,65,645,18,,0,,,,,,,,3229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,4,687,8192,3813,35,8Double Mail Pants,30,7,7,3, 0,1300,1.00,75,1772,18,,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,4,4339,8192,3997,56,8Laminated Scale Pants,51,7,7,3, 0,,1.00,75,7929,18,,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4,2217,8192,2394,10,7Light Mail Leggings,5,7,7,3, 0,,1.00,50,83,19,,0,,,,,,,,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,4,26130,8192,10162,63,6Mercurial Legguards,58,7,7,3, 0,30000,1.00,75,28137,19,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,4,3193,8192,7539,48,6Champion's Leggings,43,7,7,3, 0,20000,1.00,75,12692,20,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,4,27174,8192,15646,55,6Ironhide Legguards,50,7,7,3, 0,23400,1.00,75,19506,20,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,4,27097,8192,14775,43,6Ravager's Woolies,38,7,7,3, 0,12000,1.00,75,8367,21,,0,10,9,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,4,27013,8192,14748,25,6Hulking Leggings,20,7,7,3, 0,4650,1.00,70,1550,23,,0,,8,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
